ID,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts
2564,Graduation,Together,61278,0,1,111,3,28,2,6
2565,Master,Divorced,70638,0,0,1016,12,215,16,12
2569,Graduation,Married,17323,0,0,3,14,17,6,1
2570,Graduation,Together,56534,0,1,691,7,61,10,0
2574,PhD,Married,61996,0,1,1050,12,144,0,0
2579,Graduation,Married,71113,0,1,495,33,255,11,33
2587,PhD,Married,29791,1,0,14,0,6,0,0
2589,Graduation,Divorced,26759,1,0,25,3,16,8,5
2591,Graduation,Widow,76320,0,1,526,35,214,69,53
2607,Graduation,Single,40464,0,1,424,17,118,7,23
2611,Master,Together,82576,0,0,1206,55,445,168,18
2612,Graduation,Married,75794,0,0,754,160,625,63,32
2613,Master,Married,54197,0,1,162,6,37,6,13
2620,PhD,Married,34596,1,0,14,0,2,0,0
2625,2n Cycle,Single,42607,0,1,156,29,56,30,32
2631,Graduation,Together,71853,0,0,358,108,413,141,97
2632,Graduation,Married,50501,1,1,297,0,38,13,0
2634,Master,Single,16653,1,0,5,7,31,15,4
2639,Graduation,Single,43602,1,1,19,5,12,10,3
2656,Graduation,Divorced,40851,1,1,23,1,7,0,4
2661,Graduation,Single,18701,1,1,12,4,2,10,6
2666,Master,Married,76234,0,1,519,50,167,130,0
2669,Graduation,Single,74293,0,0,375,152,335,93,91
2674,Master,Single,75154,0,1,543,10,205,160,143
2677,Graduation,Together,46097,0,1,72,24,68,65,4
2678,Graduation,Single,34412,1,0,52,12,50,4,36
2681,2n Cycle,Married,65370,0,0,71,22,112,138,89
2683,Graduation,Married,52413,0,2,295,106,271,75,98
2686,Basic,Together,22390,0,0,0,1,4,15,1
2694,Graduation,Married,42664,0,1,21,0,3,0,0
2698,Graduation,Single,47025,0,1,254,7,108,20,0
2711,Master,Together,30560,1,0,9,1,5,4,5
2712,Graduation,Married,71866,0,1,184,178,178,103,39
2715,Master,Divorced,29435,1,1,70,3,37,4,2
2724,Master,Single,36143,1,0,12,0,1,0,0
2727,Graduation,Together,57100,0,0,181,21,69,39,3
2730,Graduation,Single,80317,0,0,536,11,387,149,91
2736,Graduation,Married,73807,0,1,366,124,156,71,78
2740,PhD,Widow,33438,1,1,62,1,16,3,2
2747,PhD,Married,67546,0,0,864,134,768,150,38
2781,Graduation,Single,72066,0,0,1003,34,536,134,51
2782,PhD,Married,54456,0,1,352,0,27,10,0
2793,PhD,Divorced,70179,0,1,532,88,168,69,44
2795,Master,Single,30523,2,1,5,0,3,0,0
2797,Graduation,Married,72117,0,1,707,20,171,65,60
2798,PhD,Together,102160,0,0,763,29,138,76,176
2802,2n Cycle,Married,87000,0,0,196,25,607,67,17
2804,Master,Single,46098,1,1,57,0,27,0,0
2807,Graduation,Married,56796,0,1,656,38,161,62,47
2811,PhD,Single,48918,1,1,52,0,9,0,0
2814,Master,Together,30560,1,0,9,1,5,4,5
2815,Graduation,Married,33183,1,0,7,5,39,17,15
2826,Graduation,Married,22574,2,1,25,0,8,2,0
2829,Graduation,Married,65210,0,1,626,0,70,0,7
2831,Graduation,Together,78416,0,1,453,38,279,188,38
2836,PhD,Married,43269,1,0,10,1,7,0,0
2849,Graduation,Single,60474,0,1,265,199,303,234,9
2853,Graduation,Single,51766,1,0,60,51,87,6,20
2861,Graduation,Single,24072,1,0,9,1,6,3,0
2868,PhD,Single,26518,1,1,20,1,28,3,3
2870,Graduation,Married,49094,0,1,376,0,38,11,8
2874,2n Cycle,Divorced,35388,1,0,6,4,7,4,3
2875,Graduation,Married,67023,0,0,444,44,382,11,8
2877,Master,Together,46014,1,1,410,0,59,19,9
2878,PhD,Married,67472,0,1,162,31,127,8,17
2882,2n Cycle,Divorced,67893,0,1,711,28,142,49,18
2886,Master,Divorced,74290,0,1,1121,0,72,0,12
2891,Graduation,Divorced,68118,0,1,595,23,123,10,23
2894,Graduation,Single,72903,0,0,1067,138,750,0,19
2895,Graduation,Single,49980,0,1,104,1,54,13,9
2909,PhD,Married,78128,0,1,934,24,230,16,24
2918,Graduation,Divorced,28510,1,1,44,5,19,0,4
2920,PhD,Single,52614,0,1,789,0,142,12,9
2926,Master,Together,55951,0,1,1241,0,80,0,13
2928,PhD,Single,52614,0,1,789,0,142,12,9
2929,Graduation,Single,20180,0,0,18,42,24,15,20
2930,Master,Single,68092,0,0,852,60,207,78,36
2931,Graduation,Divorced,71847,0,0,737,21,106,55,63
2936,Master,Together,23661,1,0,18,0,4,0,0
2937,PhD,Single,68352,0,1,614,16,132,43,33
2939,Master,Together,79419,0,0,751,127,687,20,15
2942,Graduation,Single,45906,0,1,305,3,27,4,3
2945,PhD,Together,46015,1,1,38,0,2,0,0
2948,Master,Divorced,62637,0,1,104,12,48,4,12
2952,Master,Single,36273,1,0,29,3,30,3,2
2958,Graduation,Married,28442,2,0,19,3,10,11,8
2961,Graduation,Married,42081,1,0,175,10,110,54,6
2963,Graduation,Together,75507,0,0,709,93,374,104,80
2964,Graduation,Married,26872,0,0,3,10,8,3,16
2968,PhD,Divorced,48948,0,0,437,8,206,160,49
2975,Graduation,Together,85606,0,1,717,42,864,219,30
2980,Master,Single,8820,1,1,12,0,13,4,2
2986,Graduation,Married,30772,1,1,7,2,4,2,1
2995,Master,Together,66636,0,0,291,10,689,84,10
3005,Graduation,Single,83528,0,0,530,117,678,134,44
3006,Graduation,Divorced,30992,1,0,17,0,14,7,3
3007,Graduation,Together,37758,1,1,27,2,10,0,0
3009,PhD,Widow,71670,0,0,1462,16,128,0,0
3010,Master,Together,88420,0,0,957,153,612,99,95
3011,Graduation,Married,69139,0,1,86,12,75,33,15
3025,Graduation,Single,49967,0,1,212,6,69,4,12
3032,Graduation,Married,24570,1,0,28,34,62,11,14
3033,Master,Together,38620,0,0,112,17,44,34,22
3037,PhD,Married,50150,0,0,135,46,92,65,61
3050,Graduation,Married,54198,1,1,185,0,28,3,2
3056,Graduation,Divorced,63693,0,1,587,43,337,42,87
3066,PhD,Together,61905,0,1,167,0,43,6,2
3068,Graduation,Married,18351,0,0,1,12,9,0,14
3074,PhD,Married,70643,0,0,1218,107,304,23,143
3075,PhD,Married,59973,0,0,130,30,168,20,34
3076,Graduation,Together,66653,1,1,452,18,102,16,18
3081,PhD,Married,41014,1,0,7,2,6,2,0
3083,Graduation,Married,45837,1,1,215,13,87,17,17
3091,2n Cycle,Together,75774,1,0,340,21,134,258,14
3099,Graduation,Divorced,44267,1,1,183,5,65,3,5
3102,2n Cycle,Together,19414,1,0,2,3,12,3,5
3104,Graduation,Single,82332,0,0,830,59,968,51,79
3107,Graduation,Together,71322,0,1,121,24,124,24,15
3112,Master,Married,22701,1,0,2,4,9,0,4
3120,Graduation,Together,38547,1,0,6,1,10,0,1
3129,Graduation,Married,30096,1,0,5,3,11,12,5
3130,Graduation,Single,18701,1,1,12,4,2,10,6
3136,Master,Divorced,59432,0,1,317,25,265,25,19
3138,Graduation,Single,91249,0,0,1324,27,119,71,108
3139,2n Cycle,Single,74116,0,0,871,111,704,145,55
3152,Graduation,Together,26091,1,1,15,10,19,8,17
3153,PhD,Single,40737,2,1,11,0,4,0,0
3158,Graduation,Married,32300,1,0,13,3,6,6,5
3170,Master,Together,68148,0,0,389,66,408,37,57
3174,Graduation,Together,87771,0,1,1492,38,287,50,57
3179,Graduation,Single,81741,0,0,249,153,940,58,134
3182,PhD,Single,46854,1,1,96,1,79,7,1
3194,PhD,Single,71466,0,0,412,12,546,78,182
3197,Graduation,Married,77353,0,1,275,59,107,69,101
3202,PhD,Married,51563,0,0,1166,0,48,0,0
3220,Graduation,Married,39922,1,0,29,12,59,19,1
3225,Master,Married,42207,1,0,116,11,72,3,17
3231,Graduation,Married,37971,1,0,5,4,10,2,2
3233,PhD,Married,62745,0,1,562,21,464,28,10
3254,Graduation,Married,70886,1,0,407,70,239,103,88
3262,Graduation,Single,68281,0,0,995,112,417,42,48
3265,Graduation,Married,35701,0,0,21,1,9,7,3
3266,Graduation,Married,42523,0,0,14,36,11,3,26
3267,Master,Together,57288,0,1,527,0,21,0,0
3270,2n Cycle,Together,17117,1,0,12,23,38,30,18
3276,2n Cycle,Together,36301,1,0,11,12,35,3,5
3277,Graduation,Divorced,49431,0,1,219,3,100,26,0
3281,PhD,Married,49154,1,1,206,10,67,30,27
3283,2n Cycle,Married,70932,0,1,200,193,100,46,185
3286,PhD,Divorced,26642,1,0,13,2,15,2,2
3298,Master,Married,52973,0,1,856,0,76,12,9
3308,Graduation,Married,35704,1,1,30,9,12,2,11
3310,2n Cycle,Married,35688,2,1,73,3,90,12,1
3312,Graduation,Single,34176,1,0,5,7,24,19,14
3321,PhD,Together,56575,0,2,421,5,90,0,16
3332,Graduation,Single,29760,1,0,64,4,68,7,5
3334,Graduation,Married,94642,0,0,879,143,797,106,143
3336,PhD,Together,66375,0,1,712,0,45,0,0
3340,Graduation,Married,42014,1,0,244,15,108,4,15
3363,2n Cycle,Married,20130,0,0,0,6,3,7,6
3376,Master,Divorced,55282,1,0,125,6,73,8,4
3381,Master,Married,54348,1,1,70,0,16,0,0
3386,Graduation,Married,34935,0,0,34,4,66,3,10
3388,Graduation,Divorced,70844,1,1,129,26,67,3,67
3389,Graduation,Married,69016,0,1,726,53,363,123,107
3403,PhD,Together,78952,0,1,1170,19,594,99,76
3406,Graduation,Single,45989,0,1,138,33,87,28,24
3409,Graduation,Single,36108,1,0,141,8,129,3,11
3412,Master,Married,67381,0,1,815,8,53,11,0
3421,Master,Divorced,63841,0,1,635,15,100,20,7
3422,Graduation,Married,76068,0,1,1115,12,128,33,12
3426,Graduation,Divorced,70300,1,0,1045,61,338,60,46
3427,PhD,Married,59821,0,1,629,0,70,0,0
3428,PhD,Together,68682,0,0,919,0,505,99,30
3433,2n Cycle,Married,72635,0,0,390,22,323,104,35
3434,Graduation,Single,80872,0,0,483,72,567,94,12
3436,Graduation,Married,14045,1,0,11,0,5,2,1
3439,Graduation,Married,56721,1,1,157,6,39,6,13
3445,Graduation,Single,60714,0,0,216,162,224,101,92
3463,PhD,Married,69283,0,1,674,62,134,0,26
3469,PhD,Divorced,34487,1,1,19,18,33,24,1
3478,PhD,Married,60585,1,1,267,42,309,55,42
3479,Graduation,Single,16813,0,0,4,8,11,12,2
3483,Graduation,Married,48192,0,0,1039,43,204,153,58
3491,Graduation,Together,55914,0,1,384,60,364,119,101
3498,PhD,Married,55424,0,1,462,61,184,10,53
3503,Graduation,Divorced,82460,0,0,255,47,573,52,32
3507,Graduation,Single,76467,1,0,676,161,426,210,44
3515,Graduation,Single,62307,0,1,87,13,34,10,6
3517,Graduation,Single,40887,1,1,50,4,44,10,10
3518,Graduation,Married,25271,1,0,10,1,18,10,4
3520,Master,Single,91172,0,0,162,28,818,0,28
3523,Graduation,Together,75072,0,1,583,34,309,0,22
3524,Master,Single,39763,1,0,80,1,60,4,6
3525,Graduation,Together,38200,1,1,12,0,4,0,0
3526,PhD,Married,38443,1,1,32,0,5,0,0
3535,Graduation,Single,66294,0,0,251,108,334,65,92
3536,Graduation,Together,19740,0,1,7,11,3,10,4
3537,Graduation,Together,31089,1,0,31,3,31,2,8
3547,Master,Together,41021,1,0,14,7,9,6,16
3551,Master,Together,60033,0,1,62,1,57,19,11
3559,2n Cycle,Married,16248,1,0,12,11,10,3,12
3560,Graduation,Together,83844,0,0,901,31,345,75,31
3565,Master,Married,38452,1,1,56,0,14,0,0
3570,PhD,Together,42731,1,0,159,2,51,6,2
3571,PhD,Together,63342,0,1,918,21,118,13,10
3578,Graduation,Divorced,49160,0,1,122,21,43,25,10
3584,PhD,Single,49667,0,0,1181,26,120,17,13
3594,Master,Married,54108,1,1,539,6,91,8,6
3595,Graduation,Together,77226,0,1,631,43,239,128,76
3598,Graduation,Married,62710,0,1,441,35,83,7,29
3599,Graduation,Married,63684,0,1,575,80,428,208,93
3602,Master,Married,51412,0,1,140,3,29,4,5
3619,2n Cycle,Divorced,87305,0,0,345,25,501,63,138
3623,Graduation,Together,21675,1,0,4,0,16,17,4
3628,Basic,Single,15038,1,0,4,8,11,19,12
3629,Graduation,Single,38557,1,0,76,3,31,4,4
3635,PhD,Single,52597,0,1,492,0,37,7,0
3641,Graduation,Married,13624,1,0,10,2,15,2,1
3643,Master,Married,63206,0,0,750,8,125,11,8
3645,PhD,Single,27213,1,0,19,3,26,10,9
3657,Graduation,Single,39146,1,0,94,1,33,13,12
3661,2n Cycle,Single,80617,0,0,594,51,631,72,55
3665,2n Cycle,Together,25315,1,0,1,9,8,11,3
3667,Graduation,Married,80952,0,0,778,178,689,41,27
3673,Graduation,Single,55239,0,1,371,17,238,23,24
3678,Graduation,Widow,60208,1,1,488,23,71,15,0
3690,Master,Married,80141,0,0,1184,102,673,52,40
3696,Graduation,Divorced,30630,1,1,27,1,12,2,0
3697,Graduation,Together,39898,0,1,69,8,26,12,7
3698,Graduation,Together,78687,0,0,817,185,687,145,55
3706,Graduation,Single,28647,1,0,19,8,29,0,12
3710,PhD,Single,39684,1,0,19,0,35,6,4
3711,Master,Married,80184,0,0,1035,134,670,25,38
3712,Graduation,Divorced,52332,0,0,212,5,33,7,0
3717,Graduation,Married,61180,0,1,403,24,29,6,24
3722,Graduation,Single,44503,1,1,31,1,8,0,0
3725,PhD,Single,84865,0,0,1248,16,349,43,16
3726,PhD,Together,34320,1,0,4,1,9,3,0
3732,Master,Married,52750,0,1,393,0,239,90,69
3745,2n Cycle,Married,23331,1,0,5,36,7,0,10
3749,Graduation,Together,73926,0,0,627,91,597,159,91
3759,Graduation,Together,65196,0,2,743,19,181,12,0
3762,PhD,Single,69867,0,0,196,0,512,33,130
3766,Master,Widow,33051,0,0,100,71,243,108,94
3767,Graduation,Married,61314,0,1,378,0,189,97,172
3783,PhD,Married,52854,1,1,105,0,10,0,1
3790,Graduation,Together,34633,2,1,8,1,5,0,0
3798,Graduation,Married,41120,1,1,24,2,23,0,8
3799,Graduation,Married,67225,0,1,315,35,322,46,7
3807,Graduation,Together,59925,0,1,473,21,176,19,21
3828,Graduation,Married,71107,0,1,533,10,217,198,174
3829,Basic,Together,24594,1,0,1,3,6,10,0
3830,Master,Married,59354,0,2,295,21,78,39,13
3834,Graduation,Single,69627,0,1,231,161,215,171,30
3839,Basic,Single,15056,1,1,6,12,3,21,6
3846,Graduation,Married,42557,0,1,192,5,53,0,5
3850,Basic,Together,14918,0,1,3,3,3,15,4
3852,Master,Together,74881,1,1,505,72,270,36,27
3855,Graduation,Married,22419,0,0,30,3,47,19,21
3856,Graduation,Together,63381,0,1,571,50,142,33,50
3859,PhD,Together,73059,0,1,410,112,420,0,82
3865,2n Cycle,Together,20981,0,0,2,12,10,6,13
3867,PhD,Together,73059,0,1,410,112,420,0,82
3870,2n Cycle,Together,63855,0,0,359,35,314,93,116
3878,2n Cycle,Single,31859,1,0,3,4,7,15,8
3885,PhD,Married,33569,1,0,16,2,18,3,0
3887,Graduation,Single,27242,1,0,3,17,26,20,1
3896,Graduation,Married,27255,1,0,22,1,11,0,1
3900,Graduation,Married,65685,0,1,642,14,49,0,7
3910,Graduation,Divorced,83829,0,0,897,161,430,186,161
3916,PhD,Together,49269,1,0,639,8,166,11,8
3919,Master,Single,72309,0,0,960,0,883,50,38
3921,2n Cycle,Widow,28457,0,0,24,1,108,29,29
3924,PhD,Divorced,57912,0,1,801,0,80,0,0
3933,Graduation,Together,44010,1,0,186,36,234,86,72
3934,Graduation,Married,61286,0,1,356,0,107,19,9
3945,PhD,Widow,68117,0,1,618,44,215,0,17
3955,Graduation,Divorced,4861,0,0,2,1,1,1,0
3967,PhD,Married,78931,0,0,331,197,170,58,152
3968,2n Cycle,Divorced,65706,0,0,918,10,129,13,0
3969,Master,Together,43018,0,1,35,4,17,7,6
3972,Graduation,Together,50200,1,1,266,6,51,8,6
3979,PhD,Divorced,90687,0,0,982,17,672,23,34
4001,PhD,Together,64014,2,1,406,0,30,0,0
4002,PhD,Married,77037,0,1,463,96,333,168,53
4012,PhD,Together,62220,0,1,799,12,375,16,12
4023,Graduation,Married,22979,1,0,16,17,19,20,21
4037,Graduation,Divorced,31859,1,0,3,1,3,8,0
4042,Graduation,Divorced,43300,0,1,91,3,52,2,1
4047,PhD,Married,65324,0,1,384,0,102,21,32
4050,Master,Married,49605,0,0,42,16,29,12,20
4055,Basic,Single,18746,1,0,2,10,11,12,9
4058,PhD,Single,61284,0,0,618,15,106,20,7
4065,PhD,Married,49544,1,0,308,0,73,0,0
4066,2n Cycle,Divorced,21282,1,0,1,5,8,4,8
4070,PhD,Married,94871,0,2,169,24,553,188,0
4073,2n Cycle,Married,63564,0,0,769,80,252,15,34
4084,Graduation,Together,60934,0,1,224,155,155,192,93
4086,Graduation,Married,18690,0,0,6,1,7,23,4
4088,PhD,Together,31497,0,1,108,1,28,13,1
4093,Master,Together,53253,1,1,216,9,57,20,9
4094,Graduation,Married,60544,1,1,201,2,43,3,5
4095,Graduation,Married,37150,1,0,167,37,64,49,34
4096,Master,Divorced,41335,1,0,112,19,21,16,14
4098,Graduation,Married,24639,1,1,20,3,16,0,4
4099,Graduation,Married,30675,1,0,10,2,16,11,2
4102,2n Cycle,Married,37284,1,1,11,1,2,2,1
4107,PhD,Together,46681,0,2,269,15,69,15,19
4114,Master,Married,79143,0,0,650,37,780,27,167
4119,Master,Together,38620,0,0,112,17,44,34,22
4120,2n Cycle,Single,49514,1,0,88,39,78,58,13
4122,Graduation,Married,79205,0,0,504,23,117,179,28
4127,PhD,Married,77766,0,1,1004,59,265,115,59
4128,PhD,Together,56067,0,1,517,12,54,16,6
4136,Basic,Single,7500,1,0,10,17,18,8,26
4137,Graduation,Together,70666,0,0,398,40,367,119,122
4138,Graduation,Single,76624,0,1,411,106,147,54,115
4141,Graduation,Together,71613,0,0,426,49,127,111,21
4148,Graduation,Married,38988,1,2,164,24,103,12,3
4149,PhD,Together,76140,0,0,586,66,653,17,0
4168,Graduation,Single,37070,1,1,231,7,137,4,15
4174,Master,Together,55249,0,1,97,1,19,2,0
4179,Graduation,Together,24221,0,0,8,9,9,2,5
4184,PhD,Together,52157,0,1,189,2,29,3,2
4186,Graduation,Together,34026,1,1,18,6,15,12,8
4188,Graduation,Single,36864,0,1,204,5,39,17,0
4198,Graduation,Together,29672,1,1,9,1,3,0,4
4200,Master,Married,44159,1,0,167,2,62,24,13
4201,Graduation,Single,57967,0,1,229,7,137,4,0
4207,PhD,Married,87171,0,0,1001,44,107,58,44
4211,Basic,Married,20425,1,0,4,12,5,3,16
4216,Graduation,Single,91065,0,0,822,114,108,179,137
4220,PhD,Married,59892,0,1,73,0,13,0,1
4227,Master,Together,32889,1,1,28,0,13,4,2
4240,Graduation,Married,17345,1,0,4,9,16,17,0
4246,Master,Single,6560,0,0,67,11,26,4,3
4248,Master,Single,98777,0,0,1000,19,711,125,115
4252,Graduation,Married,44375,0,1,213,5,28,7,7
4259,Master,Single,19485,2,0,6,0,4,0,0
4261,PhD,Single,82800,0,0,1006,22,115,59,68
4268,Graduation,Married,53154,0,1,129,0,21,0,1
4271,2n Cycle,Together,38683,1,0,46,35,69,84,41
4278,PhD,Single,87188,0,0,910,111,724,49,74
4279,2n Cycle,Single,39548,1,1,15,4,10,3,4
4286,PhD,Single,57642,0,1,580,6,58,8,0
4290,Graduation,Married,30467,1,0,1,3,8,2,5
4297,Graduation,Together,23228,1,0,13,2,18,6,1
4298,PhD,Together,20427,1,0,5,0,4,0,0
4299,Graduation,Together,70971,0,1,1001,17,572,93,125
4301,Master,Married,35178,1,0,23,1,13,2,2
4303,PhD,Together,6835,0,1,107,2,12,2,2
4310,Graduation,Married,80589,0,0,507,93,520,242,40
4320,Graduation,Single,60152,0,1,325,83,300,86,58
4322,PhD,Together,77863,0,0,881,38,319,16,25
4324,Graduation,Married,42387,1,0,235,0,235,19,4
4328,2n Cycle,Married,21955,1,0,5,1,7,17,14
4329,PhD,Married,18988,1,0,6,0,6,2,1
4331,Master,Together,85738,0,0,913,26,376,17,26
4333,Graduation,Together,32144,1,1,41,0,10,0,0
4338,Graduation,Single,39062,1,0,23,0,9,0,0
4339,PhD,Married,67353,0,1,702,17,151,0,8
4351,Graduation,Divorced,37244,1,1,18,2,10,0,0
4356,Graduation,Together,71819,0,1,1224,28,140,0,14
4368,Graduation,Married,47850,1,0,42,7,43,20,12
4369,Master,Absurd,65487,0,0,240,67,500,199,0
4370,Graduation,Together,43482,2,1,18,1,32,6,3
4376,2n Cycle,Single,32218,0,0,10,24,15,13,1
4377,Graduation,Married,52914,0,1,254,10,44,30,10
4381,PhD,Married,46463,1,1,163,2,40,8,11
4385,PhD,Single,36038,1,0,23,0,15,0,2
4390,Graduation,Together,75315,0,1,459,15,171,142,23
4391,Master,Divorced,63841,0,1,635,15,100,20,7
4394,PhD,Married,81051,0,0,1142,29,249,38,29
4399,Graduation,Together,68695,0,0,458,81,356,106,50
4405,Master,Married,63915,0,2,622,7,115,30,0
4406,Graduation,Together,67419,0,1,846,84,352,91,56
4415,Graduation,Married,16860,1,1,10,4,4,3,3
4418,Master,Single,89616,0,0,671,47,655,145,111
4426,Graduation,Single,55801,1,1,367,4,51,6,4
4427,2n Cycle,Single,83257,0,0,536,27,590,38,107
4432,Graduation,Divorced,31615,1,0,2,3,20,6,11
4436,Graduation,Single,20180,0,0,18,42,24,15,20
4437,Graduation,Married,65316,1,1,112,6,92,3,9
4440,Master,Married,64100,0,1,509,0,27,0,0
4442,Graduation,Single,46524,0,1,31,19,35,26,14
4444,Graduation,Married,30023,1,0,11,0,16,7,6
4452,Graduation,Single,50388,0,1,292,6,37,0,3
4459,Graduation,Single,30279,1,0,10,4,14,4,4
4470,Master,Married,58646,0,1,62,1,44,6,5
4472,PhD,Divorced,35682,1,0,23,0,8,6,2
4475,PhD,Married,69098,0,0,1315,22,780,145,0
4477,Graduation,Together,69096,0,1,247,49,159,7,82
4478,Graduation,Married,63777,1,1,457,5,106,15,17
4480,Master,Married,60432,0,1,365,3,15,4,3
4483,Graduation,Single,72354,0,0,315,26,473,220,12
4487,Master,Single,39858,1,0,15,20,25,2,7
4491,Master,Married,62845,1,1,1099,0,45,0,0
4500,PhD,Together,68682,0,0,919,0,505,99,30
4501,Master,Single,69882,0,0,292,127,635,132,127
4507,Graduation,Single,72228,0,0,631,28,491,30,14
4508,Graduation,Single,75127,0,0,203,35,305,46,17
4518,Graduation,Together,85693,0,1,386,172,183,185,132
4530,Master,Widow,78427,0,0,972,19,595,180,26
4541,Graduation,Together,38946,0,1,116,6,82,6,6
4543,Graduation,Married,82497,0,0,777,129,573,216,21
4547,Graduation,Together,13672,1,1,6,2,9,2,1
4548,Graduation,Single,41967,1,1,23,4,10,0,2
4550,Master,Together,33564,0,1,61,0,3,0,0
4552,Graduation,Married,51373,0,0,83,2,101,64,26
4554,Graduation,Together,47009,0,1,171,45,73,59,10
4557,Graduation,Together,22070,1,0,10,7,19,8,2
4580,Graduation,Married,75759,0,0,1394,22,708,89,91
4587,Master,Widow,45006,0,0,162,25,53,16,0
4597,PhD,Together,82072,0,0,889,55,685,168,92
4599,Master,Married,49681,0,2,411,0,26,0,0
4603,PhD,Married,65695,0,1,371,32,189,0,58
4607,Graduation,Together,71367,0,0,227,23,389,42,21
4608,Graduation,Divorced,81361,0,0,163,23,424,27,65
4609,PhD,Married,57705,0,1,383,0,53,6,4
4611,Graduation,Together,105471,0,0,1009,181,104,202,21
4619,PhD,Single,113734,0,0,6,2,3,1,262
4637,PhD,Single,74637,0,0,960,64,464,146,0
4640,Graduation,Divorced,70647,0,1,561,85,171,25,123
4643,Graduation,Married,27803,1,0,8,26,46,38,9
4646,2n Cycle,Married,78497,0,0,207,26,447,75,0
4653,Graduation,Together,42011,1,0,131,0,16,2,1
4654,Graduation,Together,75114,0,0,571,12,523,63,60
4656,2n Cycle,Single,51250,1,0,342,32,230,34,32
4669,Basic,Married,24480,1,0,4,19,9,28,25
4673,PhD,Married,81300,0,1,1004,12,145,32,12
4676,Master,Widow,73705,0,2,612,91,520,258,107
4679,Master,Married,78710,0,1,721,0,152,119,50
4682,Graduation,Married,51876,0,0,99,27,102,28,48
4686,PhD,Widow,82571,0,0,861,31,558,62,95
4687,Master,Married,80739,0,0,674,92,736,39,0
4690,Graduation,Married,50725,0,1,443,10,75,0,10
4692,Graduation,Married,7500,1,0,7,0,12,13,7
4697,Master,Divorced,35416,0,0,248,3,81,4,3
4698,PhD,Married,50150,0,0,135,46,92,65,61
4702,Graduation,Single,61839,0,0,1000,155,379,224,17
4706,Graduation,Single,34704,0,1,29,0,5,0,1
4712,2n Cycle,Together,20193,0,0,8,8,22,24,11
4713,PhD,Married,31605,1,0,74,0,42,2,1
4725,PhD,Together,50616,0,1,30,2,25,0,1
4741,2n Cycle,Married,65463,1,0,391,32,70,21,32
4743,PhD,Married,56242,0,1,689,8,167,11,8
4749,Graduation,Together,58554,1,1,368,24,68,38,0
4754,Master,Married,33585,0,1,30,11,33,13,6
4756,2n Cycle,Divorced,63998,0,0,176,29,818,0,33
4764,Master,Together,40442,1,1,45,12,52,25,22
4767,2n Cycle,Married,70924,0,0,635,114,254,132,152
4769,Master,Together,57954,1,1,456,4,24,0,0
4785,PhD,Together,77622,0,2,520,7,154,19,0
4786,Graduation,Married,75330,1,1,555,82,257,93,61
4789,Graduation,Together,80812,0,0,769,22,500,210,143
4790,Graduation,Divorced,79803,0,1,574,8,216,21,16
4791,Graduation,Together,44964,1,1,19,1,17,2,0
4796,Graduation,Divorced,49638,0,1,18,10,3,3,5
4808,Graduation,Married,15759,0,0,1,2,5,6,0
4817,Graduation,Divorced,22304,0,0,3,2,7,0,4
4827,PhD,Single,54998,0,1,154,22,202,39,30
4828,Graduation,Divorced,79865,0,1,71,99,278,185,121
4832,Graduation,Married,27244,1,0,6,5,17,3,24
4837,PhD,Married,71322,0,1,753,43,226,69,10
4838,Graduation,Together,22775,1,0,5,1,8,0,0
4843,Graduation,Single,75127,0,0,203,35,305,46,17
4855,PhD,Together,30351,1,0,14,0,24,3,3
4856,2n Cycle,Married,82347,0,0,556,54,845,202,133
4860,Graduation,Single,24206,1,0,7,2,8,3,2
4864,Graduation,Married,34380,1,0,72,7,58,13,1
4865,Master,Divorced,53367,1,1,229,7,140,10,3
4867,PhD,Single,38236,1,1,58,0,18,2,0
4877,Master,Married,38576,0,1,34,0,7,0,0
4887,PhD,Divorced,55412,1,1,10,5,28,11,1
4910,Graduation,Divorced,68743,0,0,1132,134,384,175,134
4915,2n Cycle,Married,53230,0,1,176,72,98,136,21
4927,Graduation,Together,16626,2,0,8,3,22,21,1
4931,Graduation,Together,157146,0,0,1,0,1725,2,1
4937,2n Cycle,Married,46094,1,1,12,2,20,3,2
4939,Graduation,Together,37760,0,0,84,5,38,150,12
4943,Graduation,Married,70503,0,0,1379,33,216,0,33
4944,Graduation,Together,71367,0,0,227,23,389,42,21
4945,Graduation,Widow,53653,0,0,815,10,239,28,10
4947,2n Cycle,Single,89572,0,0,606,24,974,197,194
4954,Graduation,Married,48195,1,1,106,27,68,52,7
4961,Master,Together,21255,1,0,29,0,25,2,2
4964,PhD,Together,74250,0,0,680,11,392,75,0
4967,PhD,Together,38201,0,1,233,0,23,0,0
4971,PhD,Together,31497,0,1,108,1,28,13,1
4973,Graduation,Single,20587,1,0,2,3,6,4,1
4974,Graduation,Single,83273,1,2,433,89,650,16,102
4988,PhD,Married,34469,1,1,19,6,20,0,5
4990,Graduation,Married,59111,0,0,524,0,134,28,28
4992,Master,Together,17459,1,0,6,4,16,3,10
4994,Master,Single,77598,0,0,1193,33,281,129,66
4998,Graduation,Together,76081,0,0,292,30,415,63,33
5010,Graduation,Single,25008,1,0,2,8,8,6,1
5011,Graduation,Divorced,68118,0,1,595,23,123,10,23
